Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name_of_Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin,Burn_Category
50.51,Male,87.05479300785325,1.63,160.01631489568672,159.14399329454787,70.16626015463085,0.8177440759954021,885.3480031251061,HIIT,19.465625209804834,3.49,3.9930669270418866,1.7435202443454043,32.76555120924885,3.0,0.02,34.663777327466896,299.17012752006883,293.71554293762756,3978.7755058287908,Other,Lunch,Keto,0.16777859622326585,1356.53,170.61,270.38,Baked,41.73,119.53,2.54,Plank,4.99,17.03,Targets obliques and improves core rotation,356.2,Full Body,Wall,Intermediate,Abs,Triceps,Bicep Curls,32.507809853588775,2065.28,0.5015881623799194,1.189301840916985,0.8280446385249879,0.8898831717623664,501.74,61.260920836234526,1203.956,9.983135243183448e+19,Medium,High Burn
47.77,Female,85.72615618789051,1.82,176.72992208939536,144.8554654748945,56.03350962478497,2.6545019412791695,2416.1959768326087,Cardio,25.203610326110272,3.51,5.177406510327298,2.781046830017327,25.8803756152308,3.01,0.01,3.2228775248903028,4.536889905500437,11.19724314162488,131.81425799618688,Other,Snack,Keto,0.020935608370845293,323.04,135.18,393.39,Raw,11.26,26.52,4.07,Pull-ups,4.0,20.97,Strengthens lower body,361.13,Heart,Dumbbells,Advanced,Shoulders,Quads,Face pulls,25.32604757879483,1848.79,0.5001325191070917,1.1118130885683633,0.7405354626585251,0.8433885234747108,-501.4000000000001,64.05058696250913,1379.5166,1.1169467953176178e+20,Very High,High Burn
19.0,Male,82.66,1.96,203.95470386274536,130.2862058576615,47.17765735531401,1.6791420538534352,1324.8736212600531,Strength,22.200059453809523,3.5,5.361455496390744,2.7250931978122264,21.5170762182424,3.01,0.01,389.2854422865797,124.70573602119399,41.326914460188945,2427.9069433727955,Other,Lunch,Vegan,54.54556678582244,80.98,210.51,239.19,Grilled,10.14,116.47,2.91,Lunges,3.99,23.95,Isolates triceps,357.96,Shoulders,Bench or Sturdy Surface,Advanced,Abs,Lower Chest,Seated calf raises,21.5170762182424,1446.67,0.5027269522420454,0.8661988870070166,0.954834662604176,0.9709928057553956,-131.6199999999999,62.7151447328271,1353.0887999999998,1.0393288237651286e+20,Medium,High Burn
38.01,Female,58.78643485323617,1.56,163.14273652239362,123.38516430269578,88.91043230722745,1.1262514620442952,578.059268839985,Cardio,25.54162012265984,2.71,4.289927797350994,1.247556685453681,24.15616159321013,3.98,2.99,204.09760490947394,228.51834890622885,167.85838407949117,3241.189271978232,Other,Lunch,Low-Carb,22.801119572974237,131.07,244.36,471.47,Baked,37.25,74.43,3.91,Turkish Get-ups,4.99,14.93,Builds unilateral leg strength and balance,338.54,Heart,None or Dumbbells,Beginner,Shoulders,Triceps,Fat grip dumbbell curl,23.6974030243261,2955.34,0.5003958935350924,2.5623374371423617,0.5989913654771912,0.7161862527716186,-619.1999999999998,42.33299152730249,1110.4112,6.589947605531748e+19,Medium,Med Burn
27.39,Female,71.79,1.97,178.75470400881613,131.58067247306965,74.64222319964054,2.0117118426358895,1344.5891554097811,Cardio,26.475797990622425,3.59,4.974978245477196,1.8158135607282317,18.498286479940223,3.01,0.02,65.07452107840443,68.59859901445459,32.41450995356361,826.4230699535085,Other,Dinner,Low-Carb,7.103683524231481,674.45,127.06,306.18,Steamed,47.37,119.27,4.24,Plyo Squats,4.0,15.13,Improves core stability,356.83,Legs,Barbell,Intermediate,Chest,Middle,Hammer curls,18.498286479940223,1654.72,0.5007735447689035,1.1504387797743418,0.7243258219431105,0.8350464190981433,1302.15,54.21741428273968,535.245,1.0128287826913868e+20,Medium,High Burn
18.86,Female,95.12,1.85,187.8409015243197,109.06103812806538,60.83380345588559,1.2358853781986296,841.2848638166372,Yoga,26.284989842555525,2.3,3.174453918806082,1.9073569006829456,27.792549306062817,2.0,0.96,45.602075054915595,65.05147184186886,41.05068715538029,812.0703719855603,Other,Breakfast,Paleo,1.6593223074903443,835.15,299.07,300.06,Raw,60.3,15.35,2.65,Squats,4.99,17.87,Improves core stability and balance,359.74,Full Body,Resistance Band or Cable Machine,Intermediate,Legs,Lower,Plate pinch,27.792549306062817,2384.3,0.5003564987627396,1.2495794785534062,0.6634904714142427,0.7521110407430863,1161.16,68.4389083199935,863.376,1.0823075997537377e+20,Low,High Burn
40.36,Male,56.9588680204592,1.71,178.23042365146657,143.62577563385514,59.7113349733113,2.210299842905168,1353.3552469530296,Cardio,13.760439004829195,2.69,7.0,2.894104599760876,19.47911084451941,1.98,0.01,86.20336728558978,64.42540835928385,24.933407943319676,826.9157740693715,Other,Breakfast,Paleo,3.894480039317799,58.47,291.5,352.42,Raw,54.98,40.14,2.88,Frog Jumps,5.0,20.9,Strengthens back and improves posture,342.47,Legs,Bench or Sturdy Surface,Advanced,Forearms,Triceps,Donkey kicks,19.45213911972915,1538.55,0.5008871989860583,1.350210970464135,0.7633716045925509,0.8491251041542672,-449.5799999999999,44.47489012895541,1280.8378000000002,7.2414058960355475e+19,High,High Burn
37.14,Male,76.5340353423462,1.77,190.91671931980426,159.77006575505683,44.41554152592801,1.76300202528532,1665.4600855890512,Cardio,12.529734816627496,2.09,6.264726617678094,3.1727251404569103,24.429134457641865,2.99,-0.02,70.9649879284336,18.73742208364895,27.728333550320865,608.364642001218,Other,Snack,Low-Carb,8.066597473635218,434.36,271.65,370.94,Boiled,39.18,37.58,4.9,Step-ups,5.0,16.98,Improves balance and leg strength,356.98,Heart,Bench or Step,Advanced,Chest,Anterior,Decline dumbbell press,24.411886750295253,1868.13,0.5002221472809708,1.215873430962343,0.5750829757953533,0.7088579510788174,860.4000000000001,53.30599564263877,970.9856,1.0163119823163553e+20,Very High,High Burn
18.93,Male,72.56,1.79,183.62375566226316,100.44970092243379,104.23441176731134,0.7944675787756877,370.75174659189753,Strength,23.07083439336119,1.58,3.0260676329379543,1.2586700456605417,22.645984831934086,2.99,0.02,188.28185552879543,112.36950103284316,78.75408303146087,1911.3921735297022,Other,Dinner,Vegetarian,24.991213122072914,1193.73,252.47,366.68,Fried,12.55,43.72,1.1,Lunges,4.0,25.07,Improves posture and strengthens upper back,332.12,Legs,Low Bar or TRX,Beginner,Legs,Wrist Flexors,Barbell curls,22.645984831934086,1750.89,0.5020303959700495,1.202728776185226,0.5445807946451557,0.7009803921568628,998.64,53.40044898875092,538.0344,5.635999896524944e+19,Low,Low Burn
46.0,Male,60.23442619223671,1.68,162.80343846681123,115.98160891011582,78.68703138478882,0.7243199171073176,334.09643686821136,Strength,25.387598481254457,2.51,2.1522417034869727,1.2075303470065062,21.341562568111083,1.99,0.01,412.77756919233445,47.133045908080014,64.05645730659825,2416.1505761610424,Other,Snack,Vegetarian,70.08107589513028,1318.33,53.39,122.1,Raw,28.89,35.79,1.07,Deadlifts,4.0,23.01,Isolates and strengthens triceps,350.23,Chest,Wall,Beginner,Chest,Lower,Military press,21.27621882086168,1985.6,0.4995165189363417,1.6552872606161533,0.826362484157161,0.892001697895822,171.5999999999999,46.95668036891873,819.5382,8.695710965929193e+19,Medium,Low Burn
37.06,Female,73.48165110292543,1.74,172.8535432657839,87.00285842376158,64.66535367707407,1.1948840561680667,435.6668097949974,Yoga,20.37679555381118,2.39,2.3935710362098828,2.2941050429925793,24.270594234022138,3.02,1.0,363.8691672339811,88.14524005493102,54.6555713570146,2299.95777136878,Other,Lunch,Vegan,52.344368018016084,2075.74,21.79,229.67,Grilled,43.88,57.5,3.84,Decline Push-ups,4.98,22.86,Targets upper chest,333.67,Full Body,Cable Machine or Resistance Band,Intermediate,Abs,Anterior,Dumbbell front raises,24.124719249570617,2405.7,0.4993141289437586,1.6515607886089811,0.6163849154746422,0.7491363273983523,914.8,54.20633082953324,694.0336000000001,5.854449039146325e+19,High,Med Burn
50.23,Female,88.2801749872525,1.63,154.9474382734169,133.13060176296295,77.73273871723094,0.685501800772357,549.0691738862984,Strength,23.250072411409377,3.51,1.0498271967278616,1.1560280854480853,33.22675862367891,3.0,-0.01,90.5209773407628,14.012347995125369,34.15055674406993,725.4883120401821,Other,Snack,Balanced,13.656774801798901,1357.2,172.78,270.05,Raw,42.0,120.0,2.47,Prone Cobras,5.0,17.09,Strengthens back and legs,356.6,Chest,Bench or Chair,Beginner,Chest,Posterior,Russian twists,32.63954232376078,2062.16,0.4978275206579509,1.198224169741697,0.8278848024907567,0.8900285962949147,886.0,61.46379546770473,1212.44,1.007508231431857e+20,Medium,Med Burn
30.9,Female,76.85278476389318,1.71,184.86723807727597,157.4063004270218,69.58971850617891,2.238871361077342,2126.300952165723,Cardio,19.4958332201414,1.82,5.91603760551775,1.8833827995571937,26.28254326592565,2.0,1.01,113.30217728369641,314.41333299163506,121.01940650175018,2800.036699617078,Other,Dinner,Paleo,3.8435058950155927,278.9,228.23,407.72,Roasted,59.79,72.64,1.76,Glute Bridges,4.0,24.02,Improves shoulder mobility and posture,353.43,Legs,Step or Box,Intermediate,Forearms,Grip Strength,Hyperextensions,26.254232071406587,1775.4900000000002,0.5006167311559062,1.1625635013677218,0.6182608695652173,0.722561617863914,967.88,54.26210571037769,897.7122,9.366364978850316e+19,Medium,High Burn
24.03,Female,88.29,1.79,184.22082529798993,97.7694190416698,73.0044188635338,0.9388892299864048,502.85014712731936,Yoga,23.417329062592607,3.48,4.112805192984571,2.028712200528706,27.555319746574703,2.99,-0.01,5.19815339631165,67.48876997850282,72.15179679604822,940.1138646636917,Other,Dinner,Keto,0.026224976537874263,299.22,187.88,124.74,Grilled,45.62,15.41,2.76,Lat Pulldowns,3.99,23.85,Builds chest strength,350.66,Core,"Bench, Barbell",Intermediate,Back,Grip Strength,Leg raises,27.555319746574703,1392.84,0.5009620631228282,0.783667459508438,0.7867699430199429,0.8651084201633342,578.19,64.65533730975419,1234.3232,8.783303595702269e+19,High,Med Burn
50.53,Male,58.5171515379575,1.91,178.5788400162864,165.0995592614752,50.96765195003004,1.2917786457409848,956.4171712572784,Cardio,15.970091680353498,2.72,7.0,2.8285156747159745,16.040446133043915,2.01,-0.0,37.315942374439814,196.96601636658207,109.1183265988452,1919.1927743536944,Other,Lunch,Keto,0.15249965539586074,1250.31,138.48,220.52,Steamed,46.48,16.29,1.82,Prone Cobras,4.01,14.99,Strengthens lower body,360.04,Full Body,Kettlebell,Advanced,Forearms,Wrist Flexors,Barbell rows,15.627312847783775,1421.78,0.5006963102589711,1.2462725837572357,0.5472641102972857,0.7146426243754074,332.79999999999995,44.24398076769656,784.8872000000001,1.0897027971169038e+20,High,High Burn
54.03,Female,89.34792073071371,1.76,162.57094948882826,161.26444122309834,63.6906141256335,0.707427050313544,765.7698916088926,HIIT,30.269839431510924,3.39,2.421330204675443,2.059473286062894,28.84424093837607,3.0,-0.0,7.581232916796669,34.70907870826525,44.27879633029821,567.6704134729316,Other,Breakfast,Keto,0.031249338952018372,2425.23,235.02,353.93,Steamed,25.41,66.78,2.67,Bear Crawls,5.0,16.88,Builds upper body strength,338.3,Core,Cable Machine,Intermediate,Chest,Middle,Skull crushers,28.15728305785124,2375.5,0.4998863397179541,1.3574868149506996,0.7447813121272365,0.8367422636710471,1201.62,62.43338476754927,1001.368,6.551887346392212e+19,High,High Burn
25.11,Female,105.44,1.88,178.52786711014116,136.53115610164096,70.46957869614809,2.1124951403045715,2275.4293691135845,Cardio,38.13698173888839,2.28,3.983669077084837,1.9710191529918748,29.83250339520145,4.02,0.02,350.30443909500303,104.0021690257156,92.44771260126858,2649.2558458942917,Other,Lunch,Balanced,41.969929259268305,2092.8,254.4,466.3,Fried,50.18,36.63,3.97,Mountain Climbers,3.98,15.03,Builds explosive power,355.39,Legs,Pull-up Bar,Intermediate,Shoulders,Lower,Plate pinch,29.83250339520145,1587.97,0.499480468774599,0.7567336874051594,0.8287075974208017,0.8947277739490006,1738.14,72.86687260540852,945.3374,9.799195949776652e+19,Medium,High Burn
39.05,Male,102.36181931500835,1.94,174.7261226599031,150.3509578359455,71.67993901902064,0.7841584244310384,940.5107633696706,HIIT,13.271050344061592,2.41,5.252700328844172,1.8745695527334314,27.197847623288435,3.02,-0.03,412.85791933317836,138.6206547740628,57.57674474302161,2724.104999116159,Other,Dinner,Vegan,53.860469351295436,434.89,2.84,459.96,Grilled,30.6,105.57,1.9,Russian Twists,5.02,22.0,Builds shoulder width,368.66,Full Body,Resistance Band,Intermediate,Forearms,Posterior,Bicycle crunches,27.192050164735893,2249.97,0.5018378022818082,1.0915575532538595,0.5881071202642862,0.6952361140004161,1832.0,69.11751023973171,663.5880000000001,1.3220545409736293e+20,Medium,High Burn
44.1,Female,90.7450020664542,1.99,166.39420520781704,145.96542458066156,76.09465679353488,1.625631253147363,1553.5558606922223,Cardio,29.193910830597243,2.02,3.7982339079234926,2.2691202749145067,22.914825905016087,2.99,1.04,100.22887533671782,162.70778215759722,75.65372344087608,1732.6301409451448,Other,Lunch,Paleo,3.297811151142006,2434.23,249.77,96.89,Steamed,59.95,49.69,1.91,Shoulder Press,4.99,14.99,Strengthens back and legs,339.35,Legs,Wall,Intermediate,Back,Lower,Close-grip bench press,22.62569127042246,2570.85,0.4998813621953828,1.4376116071428573,0.5739552238805969,0.7028110359187922,753.0,68.91089120032686,950.18,6.719837975483025e+19,High,High Burn
18.06,Male,58.56,1.61,184.33493388699284,143.47780732451923,68.88131218760249,1.5118416575213807,953.8207176058366,Cardio,28.269099048316612,2.72,2.261853593674401,1.123308751201773,22.591720998418268,2.99,0.03,68.49842622711807,123.26250398373558,58.28304361433454,1291.5911133724253,Other,Dinner,Low-Carb,6.388930656088801,276.74,266.46,269.54,Boiled,59.07,21.53,1.99,Tricep Dips,4.99,24.98,Improves core stability and balance,334.26,Full Body,None or Dumbbells,Beginner,Arms,Anterior,Decline cable crossovers,22.591720998418268,1847.25,0.5007443497090269,1.5792349726775956,0.7658672830588464,0.8607993586807148,-677.4200000000001,44.214602674371626,1270.188,5.939533204780424e+19,Medium,High Burn
57.07,Female,80.69098327393482,1.86,166.93441084048877,140.74152618371875,68.78086963098865,1.0521586003956371,833.5548252942298,Cardio,22.630893931808217,2.8,4.141310342814632,2.084504352163718,23.323789823660196,1.98,-0.0,290.1895361408282,62.759838928103065,36.98216612831147,1744.6369954305283,Other,Dinner,Vegetarian,34.23535818285235,365.77,281.74,161.5,Roasted,7.91,66.82,4.15,Kettlebell Swings,3.99,16.01,Advanced core exercise,353.89,Full Body,Bench or Sturdy Surface,Intermediate,Legs,Lats,Russian twists,22.22800323736848,1659.36,0.4992527239417607,1.076853055916775,0.7278352263095439,0.8144466917075989,1153.69,54.26109316492608,813.9469999999999,9.46641082220783e+19,Medium,High Burn
49.66,Male,53.54439972629795,1.84,154.4069628737355,147.829629994018,78.15765175056754,0.563143060506733,326.6939726585321,HIIT,25.132102229714327,3.1,3.9609648148603434,1.10422249110061,15.815335457909365,3.0,-0.02,16.62102965347384,11.689568216404153,16.942370403215328,265.7237251084499,Other,Snack,Paleo,0.7428792097333264,2315.93,148.84,212.06,Raw,57.1,8.62,2.2,Resistance Band Pull-Aparts,5.01,16.02,Targets biceps and forearms,346.31,Full Body,Dumbbells,Beginner,Legs,Triceps,Hanging leg raises,15.527528355387522,1361.81,0.4978668096136759,1.3015027582271257,0.5063838693923115,0.6372352971337742,172.20000000000005,44.76757341765843,955.8156,7.931882085297493e+19,Very High,Low Burn
31.63,Male,126.76848492783051,1.83,162.6866384215013,140.79453009986707,76.95052406757533,0.922750079145914,1227.5585255163999,Cardio,23.17156109435946,2.09,2.5332737085951265,1.0129776380872577,37.85376838001448,3.0,0.02,41.87260338576746,268.1809412796009,342.36133775857866,4321.466218488682,Other,Lunch,Keto,0.19311297378425943,86.45,181.63,284.83,Roasted,7.94,54.61,2.2,Leg Raises,5.0,18.06,Improves lower back strength,361.2,Heart,Cable Machine or Resistance Band,Beginner,Abs,Lower Chest,Bird dog,37.7825554659739,2443.9100000000003,0.498872708078448,0.9703627598198056,0.6204331172657632,0.7393261837312829,2464.32,82.2445,794.64,1.1187166638907102e+20,Low,High Burn
41.8,Male,60.66109925845619,1.74,168.69083051018592,112.16174031228904,75.68973950425092,1.0935477290647453,473.10057803065797,Strength,20.57896834134782,2.7,3.247096195781695,1.2427243458613297,20.03603489841993,3.01,-0.03,31.28613172832359,77.43236850705118,53.590176399343136,917.1855885355874,Other,Breakfast,Paleo,1.0329015565013107,2121.96,204.6,433.04,Fried,8.84,22.7,1.19,Tricep Extensions,5.01,15.88,Strengthens core and improves mobility,364.95,Legs,Barbell,Beginner,Shoulders,Quads,Dumbbell flyes,19.72519487382745,1609.46,0.5034483615622631,1.3404219691895511,0.6272650653181626,0.7267813014827017,-804.4000000000001,48.1064289188144,1299.222,1.2172057792938766e+20,Medium,Med Burn
37.51,Male,76.87109629181114,1.82,172.3824002294954,98.61670589654078,94.38971111650847,0.7606734631472634,357.1106579239274,Yoga,20.556441354556465,2.8,1.8423735447567577,1.2517756266044775,23.207069282638308,3.02,-0.02,73.08699340436443,11.166672947245571,28.84369780552352,596.6079456561517,Other,Snack,Balanced,9.275868460787736,2413.37,111.51,329.67,Raw,39.77,61.64,2.4,Deadlifts,3.98,19.04,Improves back strength and posture,344.07,Full Body,Pull-up Bar,Beginner,Back,Grip Strength,Plate pinch,23.122207462866804,1512.84,0.4988234049866476,0.9977803890847368,0.5042686798842869,0.633221967007726,877.2,59.299361793270506,1025.3286,7.522408817832826e+19,High,Low Burn
39.98,Male,81.21570138902678,1.76,174.89504385454742,168.66054044359834,67.68305003479475,0.8537961422233725,932.02267334189,HIIT,19.868926081354818,3.5,1.6905374575864327,2.278076254380764,26.218911863709575,3.01,0.01,33.93851820983891,260.39109242291573,220.5725467501936,3162.471363282761,Other,Lunch,Keto,0.14689084219360496,1259.35,186.37,484.4,Baked,41.61,13.87,3.4,Dead Bugs,5.03,21.92,Builds lower body power,348.23,Core,Resistance Band,Intermediate,Shoulders,Posterior,Leg raises,25.82321797520661,1885.37,0.4998912680269655,1.1812726590823852,0.9876992191678252,0.9931445603576752,127.29999999999995,56.92852046024881,1135.2298,8.298301959150962e+19,Very High,High Burn
25.49,Female,127.55,1.73,175.79415565173434,140.781706152238,81.03710228421205,1.1883414842408184,1651.3201708684458,Cardio,21.488716827505762,2.91,3.3649786586872295,1.1182431470906007,42.61752814995489,2.99,-0.01,156.69028101531487,83.4999360231741,80.94535436345181,1689.2690574250223,Other,Breakfast,Low-Carb,17.84367930809211,2351.97,119.73,379.38,Raw,46.93,29.37,2.48,Frog Jumps,2.99,10.07,Builds shoulder width,130.05,Full Body,Wall,Beginner,Arms,Triceps,Bird dog,42.61752814995489,2368.34,0.5010429245800856,0.9250490003920032,0.932051770079939,0.9572762087123023,1705.16,82.9075,345.93300000000005,2.7039504324756024e+16,Low,High Burn
58.24,Female,57.21362227185688,1.7,153.3659506688337,122.58756871039753,79.0592828441437,1.7247044634367612,793.1765126172385,Cardio,12.0,2.7,1.0,1.2529273220266355,19.79710113213041,3.0,-0.01,113.21781659711645,127.60910474800606,102.73789757568511,1887.948763561656,Other,Lunch,Low-Carb,9.456486021185482,1490.43,270.33,284.74,Roasted,48.63,89.23,3.01,Scissors Kicks,4.99,16.02,Strengthens core and improves mobility,357.81,Full Body,None or Dumbbells,Beginner,Forearms,Lats,Standing calf raises,19.70934256055364,1652.53,0.4969592080022753,1.461376404494382,0.5735268094142628,0.7166206126168498,494.6,43.53735022771766,529.5588,1.0357764489369998e+20,Medium,High Burn
